title,author,description,price,quantity,availability,isbn
Theory of Lift: Introductory Computational Aerodynamics in MATLAB®/OCTAVE,G. D. McBain(auth.),Detailed description of this engineering book is currently unavailable.,377,9,false,978-4264377063
Theory of Computational Complexity,Ding-Zhu Du,Wiley,618,8,false,978-4655388355
Introduction to Languages and the Theory of Computation    ,John Martin,McGraw-Hill Science/Engineering/Math,404,6,false,978-9167029051
"Financial Risk Forecasting : The Theory and Practice of Forecasting Market Risk, with Implementation in R and Matlab",Jón Daníelsson,John Wiley & Sons,663,6,false,978-0407309856
Fundamentals of Wireless Sensor Networks: Theory and Practice (Wireless Communications and Mobile Computing),Waltenegus Dargie,Detailed description of this engineering book is currently unavailable.,875,10,false,978-7740010021
Elements of Information Theory Solutions Manual,Thomas M. Cover and Joy A. Thomas,Detailed description of this engineering book is currently unavailable.,589,2,false,978-7048823203
Introduction to the Theory of Computation,Michael Sipser,Thomson South-Western,417,6,true,978-5085028498
Computers and Intractability: A Guide to the Theory of NP-Completeness,Michael R. Garey,W. H. Freeman,142,5,false,978-7744119271
The Joy of Sets. Fundamentals of Contemporary Set Theory,Keith Devlin,Springer,361,10,true,978-0392296796
"Theory of Computer Science: Automata, Languages and Computation",K. L. P. Mishra,Prentice Hall,204,2,false,978-0213028727
Theory and computation of electromagnetic fields,Jin,John Wiley & Sons,264,5,false,978-3125169117
Elements of the Theory of Computation (2nd Edition),Harry Lewis,Prentice Hall,892,8,true,978-3367535262
Head First Object-Oriented Analysis and Design ,Brett D. McLaughlin,O'Reilly Media,620,2,true,978-9070135918
Systems Analysis and Design: An Object-Oriented Approach with UML,Alan Dennis,Wiley,906,1,true,978-6682263244
Object-oriented analysis and design with applications,Grady Booch,Addison-Wesley,915,9,false,978-2844095132
Object-oriented Analysis And Design: Understanding System Development With UML 2.0,Mike O'Docherty,Wiley,958,5,false,978-3168140039
Applying Uml And Patterns An Introduction To Object-Oriented Analysis And Design And The Unified Process,Unknown Author,Prentice Hall PTR,707,10,true,978-1133160886
"Object-Oriented Analysis and Design for Information Systems. Modeling with UML, OCL, and IFML",Raul Sidnei Wazlawick (Auth.),Morgan Kaufmann,484,5,true,978-6816155176
Object-Oriented Analysis and Design with UML : Training Course,Adegboyega Ojo,Detailed description of this engineering book is currently unavailable.,576,4,true,978-9249908318
Head first object-oriented analysis and design,Brett McLaughlin,O'Reilly ,358,10,false,978-8381816776
Object-Oriented Analysis and Design with Applications,Grady Booch,Addison-Wesley,413,3,false,978-0164631242
Object-oriented systems analysis and design,Ashrafi,Pearson Education Limited,581,9,false,978-2222077759
Object-Oriented Analysis and Design ,Sarnath Ramnath,Springer-Verlag London,213,8,true,978-3104970973
Object-Oriented Information Systems Analysis and Design Using UML,Simon Bennett,McGraw-Hill Publishing Co.,904,10,true,978-4645274385
Functional and Object Oriented Analysis and Design: An Integrated Methodology,Peretz Shoval,IGI Global,727,10,false,978-8373066062
Head First Object-Oriented Analysis and Design,Brett D. McLaughlin,O'Reilly Media,608,6,false,978-4809899044
UML 2 and the Unified Process: Practical Object-Oriented Analysis and Design (2nd Edition),Jim Arlow,Addison-Wesley Professional,649,7,false,978-5448925359
Applying Uml And Patterns An Introduction To Object-Oriented Analysis And Design And The Unified Process,Unknown Author,Prentice Hall PTR,125,8,false,978-0925769573
Head First Object-Oriented Analysis and Design: A Brain Friendly Guide to OOA&D,Brett McLaughlin,O'Reilly Media,177,5,true,978-5749150676
Java Programming Fundamentals: Problem Solving Through Object Oriented Analysis and Design  ,Premchand S. Nair,CRC Press,760,2,false,978-5102363550
Developing Software with UML: Object-Oriented Analysis and Design in Practice (2nd Edition)  ,Bernd Oestereich,Addison-Wesley Professional,647,9,true,978-1402299559
Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and Iterative Development (3rd Edition),Craig Larman,Prentice Hall,711,10,true,978-2750334223
Internet of Things Programming Projects: Build modern IoT solutions with the Raspberry Pi 3 and Python,Colin Dow,Packt Publishing,720,5,false,978-6650450094
Python Network Programming Cookbook: Practical solutions to overcome real-world networking challenges,Pradeeban Kathiravelu,Packt Publishing,271,4,true,978-9995696908
"The DevOps 2.5 Toolkit: Monitoring, Logging, and Auto-Scaling Kubernetes: Making Resilient, Self-Adaptive, And Autonomous Kubernetes Clusters",Viktor Farcic,Packt Publishing,835,1,false,978-6948257638
Designing the Internet of Things,Adrian McEwen,Wiley,230,5,false,978-9301802138
Bluetooth Low Energy in iOS Swift: Your Guide to Programming the Internet of Things,Tony Gaitatzis,Detailed description of this engineering book is currently unavailable.,822,1,true,978-0204638519
Internet of Things Programming Projects: Build Modern IoT Solutions with the Raspberry Pi 3 and Python,Colin Dow,Packt Publishing,266,5,false,978-2889036582
Python programming for Arduino: develop practical Internet of things prototypes and applications with Arduino and Python,Desai,Packt Publishing,269,4,true,978-5808141296
"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3",Gary Smart,Packt Publishing,539,3,true,978-1153517782
How the Internet Happened: From Netscape to the iPhone,Brian McCullough,Liveright,895,3,true,978-9295444571
Learning Internet of Things: Explore and learn about Internet of Things with the help of engaging and enlightening tutorials designed for Raspberry Pi,Peter Waher,Packt Publishing,411,7,false,978-8925214585
"Webbots, Spiders, and Screen Scrapers: A Guide to Developing Internet Agents with PHP/CURL",Michael Schrenk,No Starch Press,441,10,true,978-3436908712
Programming the Internet of Things,Andrew King,"O'Reilly Media, Inc.",721,1,true,978-2565568063
IOT (Internet of Things) Programming: A Simple and Fast Way of Learning IOT,David Etter,Detailed description of this engineering book is currently unavailable.,446,5,true,978-2922689401
Programming Collective Intelligence: Building Smart Web 2.0 Applications,Toby Segaran,O'Reilly Media,416,4,false,978-9477976804
Internetworking with TCP IP. Client Server Programming And Applications For The Windows Tm Sockets Version,Unknown Author,Prentice Hall ,870,1,false,978-0852775195
Python Programming for Arduino: Develop practical Internet of Things prototypes and applications with Arduino and Python,Pratik Desai,Packt Publishing,768,1,true,978-1743210950
Programming the Semantic Web,Toby Segaran,O'Reilly Media,693,9,false,978-3141756345
Internet of Things with the Arduino Yun: Projects to help you build a world of smarter things,Marco Schwartz,Packt Publishing,983,3,true,978-5227450081
"The Internet of Things  Do-It-Yourself at Home Projects for Arduino, Raspberry Pi and BeagleBone Black",Donald Norris,McGraw-HillTAB Electronics,276,6,false,978-9248227894
AdSense Empire! - Create A Massive Auto-Pilot Income With The Google AdSense Program Starting Now!,CompTel Services,"CompTel Services, Inc.",846,10,true,978-4554023765
Python for Programmers: with Introductory AI Case Studies,Paul Deitel,Pearson Education,565,4,true,978-7845418071
"Data Analysis From Scratch With Python: Beginner Guide using Python, Pandas, NumPy, Scikit-Learn, IPython, TensorFlow and Matplotlib",Peters Morgan,AI Sciences LLC,200,6,false,978-4188155904
Python Artificial Intelligence Projects for Beginners - Get up and running with 8 smart and exciting AI applications,Joshua Eckroth,Packt Publishing,308,9,true,978-5648075625
"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,Houghton Mifflin Harcourt,490,9,false,978-1711833358
"Grammaire progressive du français, niveau intermédiaire [exercises only]",Maia Grégoire,French & European Publicationns,469,9,true,978-4841809683
"On AI, Analytics, and the New Machine Age",Harvard Business Review,Harvard Business Review Press,232,10,true,978-2271879742
Possible Minds: 25 Ways of Looking at AI,John Brockman,Penguin Press,529,6,false,978-0674194472
Competing in the Age of AI: Strategy and Leadership When Algorithms and Networks Run the World,Karim R. Lakhani,Harvard Business Press,912,5,false,978-3952910952
Genetic Algorithms and Machine Learning for Programmers: Create AI Models and Evolve Solutions,Frances Buontempo,Pragmatic Bookshelf,537,7,false,978-3054483546
"AI in Marketing, Sales and Service: How Marketers without a Data Science Degree can use AI, Big Data and Bots",Peter Gentsch,Palgrave Macmillan,562,9,true,978-1786203869
"An Introduction to Data: Everything You Need to Know About AI, Big Data and Data Science",Francesco Corea,Springer International Publishing,704,2,true,978-2843421986
Intelligent Projects Using Python: 9 real-world AI projects leveraging machine learning and deep learning with TensorFlow and Keras,Santanu Pattanayak,Packt Publishing,852,2,true,978-8653222178
Larousse - Difficultés du français : Les indispensables,Rene Lagane,Larousse,153,3,false,978-5554528498
Human + Machine: Reimagining Work in the Age of AI,Paul R. Daugherty,Harvard Business Review Press,909,3,true,978-9856668306
My Journey into AI: The Story Behind the Man Who Helped Launch 5 A.I. Companies Worth $25 Billion,Kai-Fu Lee,"Cranberry Press, LLC",478,2,true,978-3457967913
The AI Advantage: How to Put the Artificial Intelligence Revolution to Work,Thomas H. Davenport,Mit Press,562,2,false,978-7871070634
" Reinforcement Learning : With Open AI, TensorFlow and Keras Using Python",Abhishek Nandy,Apress,966,6,false,978-0659673528
Game Changer: AlphaZero’s Groundbreaking Chess Strategies and the Promise of AI,Matthew Sadler,New in Chess,662,5,true,978-1811772728
Vocabulaire progressif du français : Niveau intermédiaire,Anne Lété,Cle,216,9,false,978-4123394513
"Intro to Python forComputer Science and Data Science : Learning to Program with AI, Big Data and the Cloud",Paul Deitel,Detailed description of this engineering book is currently unavailable.,504,3,true,978-5040117436
Google Flutter Mobile Development Quick Start Guide,Prajyot Mainkar Salvatore Giordano,Packt>,965,7,true,978-9699062198
The Mobile Application Hacker’s Handbook,Dominic Chell,"Wiley , Handbook",615,5,false,978-6523923901
"Practical Deep Learning for Cloud, Mobile, and Edge: Real-World AI & Computer-Vision Projects Using Python, Keras & TensorFlow",Anirudh Koul,O'Reilly Media,588,10,false,978-2571093380
Learning React Native: Building Native Mobile Apps with JavaScript,Bonnie Eisenman,O’Reilly Media,201,1,true,978-9750677521
"Practical Mobile Forensics: A hands-on guide to mastering mobile forensics for the iOS, Android, and the Windows Phone platforms",Rohit Tamma,Packt Publishing,426,6,false,978-1058014370
Android Programming for Beginners: Learn all the Java and Android skills you need to start making powerful mobile applications,Horton J.,Detailed description of this engineering book is currently unavailable.,456,8,false,978-3072445878
"Seeking the Truth from Mobile Evidence - Basic Fundamentals, Intermediate and Advanced Overview of Current Mobile Forensic Investigations",John Bair,Academin Press,827,10,true,978-0306908102
Gamification by Design: Implementing Game Mechanics in Web and Mobile Apps,Gabe Zichermann,O'Reilly Media,523,9,false,978-2591811151
Xamarin.Forms Projects: Build multiplatform mobile apps and a game from scratch using C# and Visual Studio 2019,Daniel Hindrikes,Packt Publishing,102,8,false,978-0044222834
Xamarin in Action: Creating native cross-platform mobile apps,Jim Bennett,Manning Publications,261,10,false,978-2650080073
Mobile Design Pattern Gallery: UI Patterns for Smartphone Apps,Theresa Neil,O'Reilly Media,766,1,true,978-5582702518
Creating Apps in Kivy: Mobile with Python,Dusty Phillips,O'Reilly Media,397,6,true,978-1848440273
Computational principles of mobile robotics,Gregory Dudek,Cambridge University Press,650,7,true,978-0964215965
Fundamentals of Wireless Sensor Networks: Theory and Practice (Wireless Communications and Mobile Computing),Waltenegus Dargie,Detailed description of this engineering book is currently unavailable.,933,2,true,978-7843963658
Digital Filters: Principles and Applications with MATLAB (IEEE Series on Digital & Mobile Communication)  ,Fred Taylor,Wiley-IEEE Press,742,4,false,978-7433537498
Modelling the Wireless Propagation Channel: A simulation approach with Matlab (Wireless Communications and Mobile Computing),Fernando Perez Fontan,Detailed description of this engineering book is currently unavailable.,433,8,true,978-2714190481
"JavaScript JSON Cookbook: Over 80 recipes to make the most of JSON in your desktop, server, web, and mobile applications",Ray Rischpater,Packt Publishing,858,4,false,978-0556722836
Cloud and Fog Computing in 5G Mobile Networks: Emerging Advances and Applications,Evangelos Markakis,The Institution of Engineering and Technology,163,8,true,978-1989980337
